crime_id,original_crime_type_name,report_date,call_date,offense_date,call_time,call_date_time,disposition,address,city,state,agency_id,address_type,common_location
183653121,Reckless,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,20:21,2018-12-31T20:21:00.000,ADV,0 Block Of 280sb Ocean Geneva Of,San Francisco,CA,1,Premise Address,
183653110,Meet W/citizen,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,20:19,2018-12-31T20:19:00.000,ND,900 Block Of Market St,San Francisco,CA,1,Premise Address,
183653113,Suspicious Person,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,20:19,2018-12-31T20:19:00.000,ADV,7th St/market St,San Francisco,CA,1,Intersection,
183653105,Passing Call,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,20:18,2018-12-31T20:18:00.000,Not recorded,2400-2000blk Polk Street,,CA,1,Geo-Override,
183653106,Meet W/citizen,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,20:18,2018-12-31T20:18:00.000,HAN,3rd St & Newcomb Ave,,CA,1,Geo-Override,
183653100,Passing Call,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,20:16,2018-12-31T20:16:00.000,Not recorded,5th St/market St,San Francisco,CA,1,Intersection,
183653103,Trespasser,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,20:14,2018-12-31T20:14:00.000,ADV,1000 Block Of Howard St,San Francisco,CA,1,Premise Address,
183653101,Atv & Mc,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,20:14,2018-12-31T20:14:00.000,HAN,Van Ness Av/golden Gate Av,San Francisco,CA,1,Intersection,
183653097,Passing Call,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,20:14,2018-12-31T20:14:00.000,HAN,0 Block Of Jose Sarria Ct,San Francisco,CA,1,Premise Address,
183653098,Traf Violation Cite,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,20:14,2018-12-31T20:14:00.000,GOA,500 Block Of Russia Av,San Francisco,CA,1,Premise Address,
183653094,Homeless Complaint,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,20:13,2018-12-31T20:13:00.000,ADV,16th St/pond St,San Francisco,CA,1,Intersection,
183653090,Muni Inspection,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,20:12,2018-12-31T20:12:00.000,HAN,Geary Bl/presidio Av,San Francisco,CA,1,Intersection,
183653092,21211,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,20:12,2018-12-31T20:12:00.000,CIT,400 Block Of Turk St,San Francisco,CA,1,Premise Address,
183653088,Traffic Stop,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,20:11,2018-12-31T20:11:00.000,CIT,2000 Blk Pine St,San Francisco,CA,1,Geo-Override,
183653089,Suspicious Person,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,20:11,2018-12-31T20:11:00.000,ADV,900 Block Of Market St,San Francisco,CA,1,Premise Address,
183653084,Passing Call,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,20:09,2018-12-31T20:09:00.000,HAN,2700 Block Of Geary Bl,San Francisco,CA,1,Premise Address,
183653081,Suspicious Vehicle,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,20:08,2018-12-31T20:08:00.000,ADV,Turk St/leavenworth St,San Francisco,CA,1,Intersection,
183653086,Trespasser,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,20:06,2018-12-31T20:06:00.000,HAN,300 Block Of Ofarrell St #Lobby,San Francisco,CA,1,Common Location,"Hilton Hotel #Lobby, Sf"
183653085,Fight No Weapon Dv,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,20:06,2018-12-31T20:06:00.000,ABA,200 Block Of Rey St,San Francisco,CA,1,Premise Address,
183653087,594,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,20:05,2018-12-31T20:05:00.000,HAN,400 Block Of Eddy St,San Francisco,CA,1,Common Location,"Jefferson Hotel Sro, Sf"
183653080,Audible Alarm,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,20:05,2018-12-31T20:05:00.000,PAS,1500 Block Of 43rd Av,San Francisco,CA,1,Common Location,"Francis Scott Key Es, Sf"
183653069,Traf Violation Tow,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,20:04,2018-12-31T20:04:00.000,GOA,1200 Block Of Girard St,San Francisco,CA,1,Premise Address,
183653067,Traf Violation Tow,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,20:04,2018-12-31T20:04:00.000,HAN,700 Block Of 41st Av,San Francisco,CA,1,Premise Address,
183653070,Injury Veh Accident,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,20:04,2018-12-31T20:04:00.000,REP,Cesar Chavez St/valencia St,San Francisco,CA,1,Intersection,
183653068,Rep,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,20:02,2018-12-31T20:02:00.000,REP,2500 Block Of 3rd St,San Francisco,CA,1,Premise Address,
183653076,Vandalism,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,20:02,2018-12-31T20:02:00.000,CAN,600 Block Of Mission St,San Francisco,CA,1,Premise Address,
183653061,Passing Call,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,20:02,2018-12-31T20:02:00.000,HAN,16th St/pond St,San Francisco,CA,1,Intersection,
183653055,Traf Violation Cite,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:59,2018-12-31T19:59:00.000,CIT,400 Block Of Clement St,San Francisco,CA,1,Premise Address,
183653056,Vehicle Alarm,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:58,2018-12-31T19:58:00.000,HAN,Fulton St/steiner St,San Francisco,CA,1,Intersection,
183653072,Well Being Check,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:57,2018-12-31T19:57:00.000,NOM,2100 Block Of Mission St,San Francisco,CA,1,Premise Address,
183653050,Arrest Made,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:57,2018-12-31T19:57:00.000,REP,600 Block Of Market St,San Francisco,CA,1,Common Location,"Montgomery Bart, Sf"
183653049,Traffic Stop,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:56,2018-12-31T19:56:00.000,ADV,3rd St/yosemite Av,San Francisco,CA,1,Intersection,
183653047,Suspicious Vehicle,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:56,2018-12-31T19:56:00.000,HAN,1100 Blk Masonic Av,San Francisco,CA,1,Geo-Override,
183653048,Suspicious Vehicle,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:56,2018-12-31T19:56:00.000,ADV,South Van Ness Av/17th St,San Francisco,CA,1,Intersection,
183653045,Passing Call,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:55,2018-12-31T19:55:00.000,HAN,600 Block Of Buena Vista Av W,San Francisco,CA,1,Common Location,"Buena Vista Park, Sf"
183653039,Passing Call,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:54,2018-12-31T19:54:00.000,HAN,500 Block Of Clement St,San Francisco,CA,1,Common Location,"Clement St Corridor, Sf"
183653063,H&r Veh Accident,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:54,2018-12-31T19:54:00.000,HAN,Lombard St/franklin St,San Francisco,CA,1,Intersection,
183653042,Traffic Stop,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:54,2018-12-31T19:54:00.000,CIT,The Embarcadero Nor/bay St,San Francisco,CA,1,Intersection,
183653041,Passing Call,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:54,2018-12-31T19:54:00.000,Not recorded,0 Block Of United Nations Pz,San Francisco,CA,1,Common Location,Un Pz
183653035,Passing Call,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:52,2018-12-31T19:52:00.000,HAN,24th St/harrison St,San Francisco,CA,1,Intersection,
183653036,Passing Call,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:52,2018-12-31T19:52:00.000,Not recorded,3rd St/newcomb Av,San Francisco,CA,1,Intersection,
183653034,Agg Assault / Adw,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:51,2018-12-31T19:51:00.000,REP,500 Block Of 5th St,San Francisco,CA,1,Premise Address,
183653033,Party,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:50,2018-12-31T19:50:00.000,HAN,1600 Block Of 27th Av,San Francisco,CA,1,Premise Address,
183653032,Audible Alarm,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:50,2018-12-31T19:50:00.000,PAS,100 Block Of Lakeshore Dr,San Francisco,CA,1,Premise Address,
183653021,Passing Call,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:49,2018-12-31T19:49:00.000,Not recorded,West Portal,,CA,1,Geo-Override,
183653025,Passing Call,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:49,2018-12-31T19:49:00.000,HAN,24th St/lucky St,San Francisco,CA,1,Intersection,
183653019,Passing Call,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:48,2018-12-31T19:48:00.000,HAN,1500 Block Of Haight St,San Francisco,CA,1,Common Location,Haight St Corridor
183653031,Fight No Weapon,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:48,2018-12-31T19:48:00.000,CAN,3400 Block Of Octavia St,San Francisco,CA,1,Premise Address,
183653020,J/o,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:47,2018-12-31T19:47:00.000,NOM,Pine St/steiner St,San Francisco,CA,1,Intersection,
183653013,Passing Call,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:47,2018-12-31T19:47:00.000,Not recorded,Market St/3rd St,San Francisco,CA,1,Intersection,
183653015,Passing Call,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:47,2018-12-31T19:47:00.000,HAN,Oakdale Av/baldwin Ct,San Francisco,CA,1,Intersection,
183653011,Passing Call,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:46,2018-12-31T19:46:00.000,HAN,Chestnut St/divisadero St,San Francisco,CA,1,Intersection,
183653012,Passing Call,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:46,2018-12-31T19:46:00.000,HAN,Market St/jones St,San Francisco,CA,1,Intersection,
183653008,Passing Call,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:45,2018-12-31T19:45:00.000,Not recorded,0 Block Of The Embarcadero Sou,San Francisco,CA,1,Common Location,"Ferry Bldg, Sf"
183653007,Passing Call,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:44,2018-12-31T19:44:00.000,HAN,Stow Lake,,CA,1,Geo-Override,
183653009,Burglary,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:44,2018-12-31T19:44:00.000,ND,200 Block Of Schwerin St,San Francisco,CA,1,Premise Address,
183653004,Traffic Stop,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:43,2018-12-31T19:43:00.000,ADV,19th Av/winston Dr,San Francisco,CA,1,Intersection,
183653003,Suspicious Vehicle,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:43,2018-12-31T19:43:00.000,ADV,La Salle Av/osceola Ln,San Francisco,CA,1,Intersection,
183653002,Homeless Complaint,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:42,2018-12-31T19:42:00.000,HAN,Grace St/howard St,San Francisco,CA,1,Intersection,
183652998,Suspicious Person,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:39,2018-12-31T19:39:00.000,REP,100 Block Of Hartford St,San Francisco,CA,1,Premise Address,
183652999,Traffic Stop,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:39,2018-12-31T19:39:00.000,ADV,Fell St/cole St,San Francisco,CA,1,Intersection,
183652995,Passing Call,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:39,2018-12-31T19:39:00.000,HAN,700 Block Of Avenue Of The Palms,Treasure Isla,CA,1,Premise Address,
183652992,Traffic Stop,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:38,2018-12-31T19:38:00.000,CIT,Geary Bl/cook St,San Francisco,CA,1,Intersection,
183652993,Meet W/officer,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:38,2018-12-31T19:38:00.000,HAN,600 Block Of Broadway,San Francisco,CA,1,Common Location,"Broadway Corridor, Sf"
183652996,22500e,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:38,2018-12-31T19:38:00.000,CIT,2000 Block Of 30th Av,San Francisco,CA,1,Premise Address,
183653017,Roommates,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:38,2018-12-31T19:38:00.000,HAN,400 Block Of Garfield St,San Francisco,CA,1,Premise Address,
183652988,Passing Call,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:37,2018-12-31T19:37:00.000,Not recorded,3rd St/newcomb Av,San Francisco,CA,1,Intersection,
183652986,Traffic Stop,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:37,2018-12-31T19:37:00.000,ADV,Polk St/pacific Av,San Francisco,CA,1,Intersection,
183652991,Well Being Check,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:36,2018-12-31T19:36:00.000,ADV,2100 Block Of Chestnut St,San Francisco,CA,1,Premise Address,
183652983,22500e,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:36,2018-12-31T19:36:00.000,NOM,700 Block Of 41st Av,San Francisco,CA,1,Premise Address,
183652987,Audible Alarm,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:35,2018-12-31T19:35:00.000,PAS,1100 Block Of Marin St,San Francisco,CA,1,Premise Address,
183652982,Passing Call,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:35,2018-12-31T19:35:00.000,Not recorded,1800 Block Of Oak St,San Francisco,CA,1,Common Location,Panhandle Park Plgd
183652980,Suspicious Vehicle,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:35,2018-12-31T19:35:00.000,ADV,Russia Av/la Grande Av,San Francisco,CA,1,Intersection,
183652984,7.2.27,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:35,2018-12-31T19:35:00.000,GOA,1700 Block Of Post St,San Francisco,CA,1,Premise Address,
183652981,Muni Inspection,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:35,2018-12-31T19:35:00.000,HAN,16th St/church St,San Francisco,CA,1,Intersection,
183652990,Poss Rep,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:34,2018-12-31T19:34:00.000,NOM,0 Block Of Turk St,San Francisco,CA,1,Premise Address,
183652974,Trespasser,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:31,2018-12-31T19:31:00.000,HAN,2600 Block Of Mason St,San Francisco,CA,1,Premise Address,
183652979,Jo,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:31,2018-12-31T19:31:00.000,ND,900 Block Of Mission St,San Francisco,CA,1,Premise Address,
183652968,Traffic Stop,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:30,2018-12-31T19:30:00.000,ADM,Geary Bl/4th Av,San Francisco,CA,1,Intersection,
183652969,Fight No Weapon,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:29,2018-12-31T19:29:00.000,ADV,1700 Block Of Greenwich St,San Francisco,CA,1,Premise Address,
183652963,Noise Nuisance,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:28,2018-12-31T19:28:00.000,Not recorded,300 Block Of Haight St,San Francisco,CA,1,Premise Address,
183652965,At Risk,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:28,2018-12-31T19:28:00.000,HAN,0 Block Of 8th St,San Francisco,CA,1,Premise Address,
183652962,Noise Nuisance,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:28,2018-12-31T19:28:00.000,ADM,1600 Block Of 27th Av,San Francisco,CA,1,Premise Address,
183652966,Well Being Check,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:27,2018-12-31T19:27:00.000,HAN,100 Block Of Moss St,San Francisco,CA,1,Premise Address,
183652960,Audible Alarm,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:26,2018-12-31T19:26:00.000,PAS,1900 Block Of Polk St,San Francisco,CA,1,Premise Address,
183652950,Traffic Stop,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:24,2018-12-31T19:24:00.000,ADV,7th St/mission St,San Francisco,CA,1,Intersection,
183652951,Suspicious Vehicle,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:24,2018-12-31T19:24:00.000,ADV,800 Block Of Mission St,San Francisco,CA,1,Premise Address,
183652957,Auto Boost / Strip,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:23,2018-12-31T19:23:00.000,ND,1000 Block Of Great Hy,San Francisco,CA,1,Common Location,"Beach Chalet, Sf"
183652944,Passing Call,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:21,2018-12-31T19:21:00.000,HAN,16th St/mission St,San Francisco,CA,1,Intersection,
183652940,Passing Call,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:20,2018-12-31T19:20:00.000,HAN,500 Block Of Clement St,San Francisco,CA,1,Common Location,Clement St Corridor
183652943,Passing Call,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:20,2018-12-31T19:20:00.000,HAN,Marina Green,,CA,1,Geo-Override,
183652941,Passing Call,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:20,2018-12-31T19:20:00.000,Not recorded,16th St/valencia St,San Francisco,CA,1,Intersection,
183652939,Passing Call,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:20,2018-12-31T19:20:00.000,Not recorded,Mission St/16th St,San Francisco,CA,1,Intersection,
183652942,Passing Call,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:20,2018-12-31T19:20:00.000,HAN,0 Block Of Jose Sarria Ct,San Francisco,CA,1,Premise Address,
183652935,Traf Violation Cite,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:19,2018-12-31T19:19:00.000,NOM,200 Block Of Lisbon St,San Francisco,CA,1,Premise Address,
183652933,Traffic Stop,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:17,2018-12-31T19:17:00.000,ADV,Howard St/harriet St,San Francisco,CA,1,Intersection,
183652945,Suspicious Vehicle,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:17,2018-12-31T19:17:00.000,GOA,400 Block Of Haight St,San Francisco,CA,1,Premise Address,
183652932,Passing Call,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:17,2018-12-31T19:17:00.000,HAN,Palace Of Fine Arts,,CA,1,Geo-Override,
183652924,Traffic Stop,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:16,2018-12-31T19:16:00.000,CIT,The Embarcadero Sou/bryant St,San Francisco,CA,1,Intersection,
183652922,Passing Call,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:15,2018-12-31T19:15:00.000,HAN,Chestnut St/buchanan St,San Francisco,CA,1,Intersection,
183652919,Muni Inspection,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:14,2018-12-31T19:14:00.000,Not recorded,17th St/castro St,San Francisco,CA,1,Intersection,
183652928,Fraud,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:14,2018-12-31T19:14:00.000,UTL,600 Block Of Market St,San Francisco,CA,1,Premise Address,
183652925,Audible Alarm,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:14,2018-12-31T19:14:00.000,PAS,300 Block Of Florida St,San Francisco,CA,1,Premise Address,
183652918,Passing Call,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:14,2018-12-31T19:14:00.000,Not recorded,16th St/mission St,San Francisco,CA,1,Intersection,
183652920,Vehicle Alarm,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:13,2018-12-31T19:13:00.000,NOM,200 Block Of Mansell St,San Francisco,CA,1,Premise Address,
183652937,Assault / Battery,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:12,2018-12-31T19:12:00.000,UTL,500 Block Of Market St,San Francisco,CA,1,Premise Address,
183652914,Passing Call,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:12,2018-12-31T19:12:00.000,HAN,2500 Block Of Sutter St,San Francisco,CA,1,Common Location,"Westside Housing Projects, Sf"
183652911,Auto Boost / Strip,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:12,2018-12-31T19:12:00.000,REP,Geary Bl/laguna St,San Francisco,CA,1,Intersection,
183652909,Audible Alarm,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:11,2018-12-31T19:11:00.000,PAS,1500 Block Of Evans Av,San Francisco,CA,1,Premise Address,
183652907,Passing Call,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:11,2018-12-31T19:11:00.000,HAN,Presidio Av/california St,San Francisco,CA,1,Intersection,
183652908,Traffic Stop,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:11,2018-12-31T19:11:00.000,CIT,5th St/jessie St,San Francisco,CA,1,Intersection,
183652904,Passing Call,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:11,2018-12-31T19:11:00.000,Not recorded,6th St/market St,San Francisco,CA,1,Intersection,
183652926,Pay Dispute,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:10,2018-12-31T19:10:00.000,GOA,600 Block Of Larkin St,San Francisco,CA,1,Premise Address,
183652901,22500f,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:10,2018-12-31T19:10:00.000,CIT,200 Block Of Paris St,San Francisco,CA,1,Premise Address,
183652896,Traf Violation Cite,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:09,2018-12-31T19:09:00.000,ADV,400 Block Of Haight St,San Francisco,CA,1,Premise Address,
183652906,601,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:09,2018-12-31T19:09:00.000,HAN,100 Block Of Ellis St,San Francisco,CA,1,Premise Address,
183652893,Passing Call,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:08,2018-12-31T19:08:00.000,HAN,Baker St/sutter St,San Francisco,CA,1,Intersection,
183652890,Auto Boost / Strip,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:07,2018-12-31T19:07:00.000,REP,Lombard St/leavenworth St,San Francisco,CA,1,Intersection,
183652892,Audible Alarm,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:06,2018-12-31T19:06:00.000,NCR,600 Block Of Buena Vista Av W,San Francisco,CA,1,Premise Address,
183652895,Recovered,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:06,2018-12-31T19:06:00.000,ND,500 Block Of 7th St,San Francisco,CA,1,Common Location,"Auto Return - 450 7th St, Sf"
183652882,Muni Inspection,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:05,2018-12-31T19:05:00.000,Not recorded,Fillmore St/geary Bl,San Francisco,CA,1,Intersection,
183652897,Well Being Check,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:04,2018-12-31T19:04:00.000,ND,200 Block Of 8th St,San Francisco,CA,1,Common Location,"Episcopal Sanctuary Shelter, Sf"
183652880,Passing Call,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:04,2018-12-31T19:04:00.000,Not recorded,300 Block Of Market St,San Francisco,CA,1,Common Location,"Embarcadero Muni Station, Sf"
183652877,Passing Call,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:03,2018-12-31T19:03:00.000,Not recorded,1100 Block Of Market St,San Francisco,CA,1,Premise Address,
183652876,Muni Inspection,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:03,2018-12-31T19:03:00.000,Not recorded,Church St/18th St,San Francisco,CA,1,Intersection,
183652888,Trespasser,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,2018-12-31T00:00:00.000,19:03,2018-12-31T19:03:00.000,HAN,900 Block Of Van Ness Av,San Francisco,CA,1,Premise Address,
